departure_date,booking_date,cum_bookings
8/30/2012,7/13/2012,64
8/30/2012,7/14/2012,66
8/30/2012,7/15/2012,66
8/30/2012,7/16/2012,70
8/30/2012,7/17/2012,73
8/30/2012,7/18/2012,73
8/30/2012,7/19/2012,77
8/30/2012,7/20/2012,79
8/30/2012,7/21/2012,81
8/30/2012,7/22/2012,87
8/30/2012,7/23/2012,122
8/30/2012,7/24/2012,128
8/30/2012,7/25/2012,133
8/30/2012,7/26/2012,135
8/30/2012,7/27/2012,137
8/30/2012,7/28/2012,144
8/30/2012,7/29/2012,155
8/30/2012,7/30/2012,168
8/30/2012,7/31/2012,177
8/30/2012,8/1/2012,178
8/30/2012,8/2/2012,182
8/30/2012,8/3/2012,186
8/30/2012,8/4/2012,187
8/30/2012,8/5/2012,198
8/30/2012,8/6/2012,201
8/30/2012,8/7/2012,210
8/30/2012,8/8/2012,221
8/30/2012,8/9/2012,224
8/30/2012,8/10/2012,228
8/30/2012,8/11/2012,229
8/30/2012,8/12/2012,229
8/30/2012,8/13/2012,231
8/30/2012,8/14/2012,248
8/30/2012,8/15/2012,255
8/30/2012,8/16/2012,283
8/30/2012,8/17/2012,287
8/30/2012,8/18/2012,287
8/30/2012,8/19/2012,287
8/30/2012,8/20/2012,289
8/30/2012,8/21/2012,293
8/30/2012,8/22/2012,305
8/30/2012,8/23/2012,313
8/30/2012,8/24/2012,327
8/30/2012,8/25/2012,335
8/30/2012,8/26/2012,349
8/30/2012,8/27/2012,364
8/30/2012,8/28/2012,373
8/30/2012,8/29/2012,389
8/30/2012,8/30/2012,407
8/31/2012,7/2/2012,5
8/31/2012,7/3/2012,11
8/31/2012,7/4/2012,15
8/31/2012,7/5/2012,18
8/31/2012,7/6/2012,30
8/31/2012,7/7/2012,30
8/31/2012,7/8/2012,30
8/31/2012,7/9/2012,38
8/31/2012,7/10/2012,46
8/31/2012,7/11/2012,61
8/31/2012,7/12/2012,65
8/31/2012,7/13/2012,66
8/31/2012,7/14/2012,70
8/31/2012,7/15/2012,72
8/31/2012,7/16/2012,88
8/31/2012,7/17/2012,95
8/31/2012,7/18/2012,97
8/31/2012,7/19/2012,105
8/31/2012,7/20/2012,111
8/31/2012,7/21/2012,119
8/31/2012,7/22/2012,124
8/31/2012,7/23/2012,161
8/31/2012,7/24/2012,168
8/31/2012,7/25/2012,176
8/31/2012,7/26/2012,181
8/31/2012,7/27/2012,185
8/31/2012,7/28/2012,197
8/31/2012,7/29/2012,206
8/31/2012,7/30/2012,218
8/31/2012,7/31/2012,226
8/31/2012,8/1/2012,228
8/31/2012,8/2/2012,238
8/31/2012,8/3/2012,240
8/31/2012,8/4/2012,243
8/31/2012,8/5/2012,252
8/31/2012,8/6/2012,256
8/31/2012,8/7/2012,263
8/31/2012,8/8/2012,271
8/31/2012,8/9/2012,275
8/31/2012,8/10/2012,281
8/31/2012,8/11/2012,283
8/31/2012,8/12/2012,283
8/31/2012,8/13/2012,286
8/31/2012,8/14/2012,300
8/31/2012,8/15/2012,309
8/31/2012,8/16/2012,337
8/31/2012,8/17/2012,338
8/31/2012,8/18/2012,338
8/31/2012,8/19/2012,338
8/31/2012,8/20/2012,342
8/31/2012,8/21/2012,350
8/31/2012,8/22/2012,353
8/31/2012,8/23/2012,361
8/31/2012,8/24/2012,366
8/31/2012,8/25/2012,372
8/31/2012,8/26/2012,385
8/31/2012,8/27/2012,404
8/31/2012,8/28/2012,421
8/31/2012,8/29/2012,451
8/31/2012,8/30/2012,463
8/31/2012,8/31/2012,502
9/1/2012,7/3/2012,6
9/1/2012,7/4/2012,10
9/1/2012,7/5/2012,13
9/1/2012,7/6/2012,25
9/1/2012,7/7/2012,25
9/1/2012,7/8/2012,25
9/1/2012,7/9/2012,33
9/1/2012,7/10/2012,41
9/1/2012,7/11/2012,41
9/1/2012,7/12/2012,46
9/1/2012,7/13/2012,46
9/1/2012,7/14/2012,54
9/1/2012,7/15/2012,58
9/1/2012,7/16/2012,76
9/1/2012,7/17/2012,83
9/1/2012,7/18/2012,86
9/1/2012,7/19/2012,99
9/1/2012,7/20/2012,104
9/1/2012,7/21/2012,112
9/1/2012,7/22/2012,118
9/1/2012,7/23/2012,156
9/1/2012,7/24/2012,161
9/1/2012,7/25/2012,171
9/1/2012,7/26/2012,177
9/1/2012,7/27/2012,181
9/1/2012,7/28/2012,196
9/1/2012,7/29/2012,207
9/1/2012,7/30/2012,217
9/1/2012,7/31/2012,226
9/1/2012,8/1/2012,239
9/1/2012,8/2/2012,252
9/1/2012,8/3/2012,255
9/1/2012,8/4/2012,260
9/1/2012,8/5/2012,270
9/1/2012,8/6/2012,275
9/1/2012,8/7/2012,285
9/1/2012,8/8/2012,299
9/1/2012,8/9/2012,309
9/1/2012,8/10/2012,317
9/1/2012,8/11/2012,321
9/1/2012,8/12/2012,327
9/1/2012,8/13/2012,329
9/1/2012,8/14/2012,352
9/1/2012,8/15/2012,363
9/1/2012,8/16/2012,382
9/1/2012,8/17/2012,383
9/1/2012,8/18/2012,385
9/1/2012,8/19/2012,391
9/1/2012,8/20/2012,396
9/1/2012,8/21/2012,407
9/1/2012,8/22/2012,410
9/1/2012,8/23/2012,420
9/1/2012,8/24/2012,423
9/1/2012,8/25/2012,432
9/1/2012,8/26/2012,445
9/1/2012,8/27/2012,471
9/1/2012,8/28/2012,496
9/1/2012,8/29/2012,525
9/1/2012,8/30/2012,537
9/1/2012,8/31/2012,576
9/1/2012,9/1/2012,607
9/2/2012,7/4/2012,1
9/2/2012,7/5/2012,1
9/2/2012,7/6/2012,12
9/2/2012,7/7/2012,12
9/2/2012,7/8/2012,12
9/2/2012,7/9/2012,13
9/2/2012,7/10/2012,16
9/2/2012,7/11/2012,16
9/2/2012,7/12/2012,18
9/2/2012,7/13/2012,18
9/2/2012,7/14/2012,23
9/2/2012,7/15/2012,23
9/2/2012,7/16/2012,28
9/2/2012,7/17/2012,28
9/2/2012,7/18/2012,31
9/2/2012,7/19/2012,40
9/2/2012,7/20/2012,40
9/2/2012,7/21/2012,42
9/2/2012,7/22/2012,44
9/2/2012,7/23/2012,59
9/2/2012,7/24/2012,59
9/2/2012,7/25/2012,61
9/2/2012,7/26/2012,63
9/2/2012,7/27/2012,67
9/2/2012,7/28/2012,73
9/2/2012,7/29/2012,84
9/2/2012,7/30/2012,93
9/2/2012,7/31/2012,95
9/2/2012,8/1/2012,99
9/2/2012,8/2/2012,106
9/2/2012,8/3/2012,106
9/2/2012,8/4/2012,106
9/2/2012,8/5/2012,113
9/2/2012,8/6/2012,114
9/2/2012,8/7/2012,119
9/2/2012,8/8/2012,125
9/2/2012,8/9/2012,129
9/2/2012,8/10/2012,136
9/2/2012,8/11/2012,138
9/2/2012,8/12/2012,141
9/2/2012,8/13/2012,144
9/2/2012,8/14/2012,161
9/2/2012,8/15/2012,170
9/2/2012,8/16/2012,181
9/2/2012,8/17/2012,182
9/2/2012,8/18/2012,184
9/2/2012,8/19/2012,187
9/2/2012,8/20/2012,193
9/2/2012,8/21/2012,202
9/2/2012,8/22/2012,205
9/2/2012,8/23/2012,215
9/2/2012,8/24/2012,218
9/2/2012,8/25/2012,227
9/2/2012,8/26/2012,240
9/2/2012,8/27/2012,260
9/2/2012,8/28/2012,279
9/2/2012,8/29/2012,303
9/2/2012,8/30/2012,305
9/2/2012,8/31/2012,323
9/2/2012,9/1/2012,348
9/2/2012,9/2/2012,383
9/3/2012,7/5/2012,0
9/3/2012,7/6/2012,0
9/3/2012,7/7/2012,0
9/3/2012,7/8/2012,0
9/3/2012,7/9/2012,0
9/3/2012,7/10/2012,2
9/3/2012,7/11/2012,2
9/3/2012,7/12/2012,2
9/3/2012,7/13/2012,2
9/3/2012,7/14/2012,2
9/3/2012,7/15/2012,2
9/3/2012,7/16/2012,2
9/3/2012,7/17/2012,3
9/3/2012,7/18/2012,5
9/3/2012,7/19/2012,5
9/3/2012,7/20/2012,5
9/3/2012,7/21/2012,6
9/3/2012,7/22/2012,6
9/3/2012,7/23/2012,7
9/3/2012,7/24/2012,9
9/3/2012,7/25/2012,11
9/3/2012,7/26/2012,11
9/3/2012,7/27/2012,14
9/3/2012,7/28/2012,16
9/3/2012,7/29/2012,21
9/3/2012,7/30/2012,27
9/3/2012,7/31/2012,27
9/3/2012,8/1/2012,27
9/3/2012,8/2/2012,28
9/3/2012,8/3/2012,28
9/3/2012,8/4/2012,28
9/3/2012,8/5/2012,30
9/3/2012,8/6/2012,30
9/3/2012,8/7/2012,33
9/3/2012,8/8/2012,36
9/3/2012,8/9/2012,40
9/3/2012,8/10/2012,43
9/3/2012,8/11/2012,43
9/3/2012,8/12/2012,43
9/3/2012,8/13/2012,45
9/3/2012,8/14/2012,55
9/3/2012,8/15/2012,60
9/3/2012,8/16/2012,64
9/3/2012,8/17/2012,65
9/3/2012,8/18/2012,65
9/3/2012,8/19/2012,65
9/3/2012,8/20/2012,69
9/3/2012,8/21/2012,71
9/3/2012,8/22/2012,75
9/3/2012,8/23/2012,81
9/3/2012,8/24/2012,86
9/3/2012,8/25/2012,88
9/3/2012,8/26/2012,91
9/3/2012,8/27/2012,93
9/3/2012,8/28/2012,98
9/3/2012,8/29/2012,108
9/3/2012,8/30/2012,112
9/3/2012,8/31/2012,124
9/3/2012,9/1/2012,127
9/3/2012,9/2/2012,134
9/3/2012,9/3/2012,162
9/4/2012,7/6/2012,1
9/4/2012,7/7/2012,1
9/4/2012,7/8/2012,1
9/4/2012,7/9/2012,1
9/4/2012,7/10/2012,1
9/4/2012,7/11/2012,1
9/4/2012,7/12/2012,1
9/4/2012,7/13/2012,1
9/4/2012,7/14/2012,1
9/4/2012,7/15/2012,1
9/4/2012,7/16/2012,2
9/4/2012,7/17/2012,2
9/4/2012,7/18/2012,2
9/4/2012,7/19/2012,2
9/4/2012,7/20/2012,2
9/4/2012,7/21/2012,3
9/4/2012,7/22/2012,3
9/4/2012,7/23/2012,3
9/4/2012,7/24/2012,5
9/4/2012,7/25/2012,5
9/4/2012,7/26/2012,5
9/4/2012,7/27/2012,6
9/4/2012,7/28/2012,6
9/4/2012,7/29/2012,6
9/4/2012,7/30/2012,8
9/4/2012,7/31/2012,8
9/4/2012,8/1/2012,9
9/4/2012,8/2/2012,10
9/4/2012,8/3/2012,10
9/4/2012,8/4/2012,10
9/4/2012,8/5/2012,10
9/4/2012,8/6/2012,10
9/4/2012,8/7/2012,11
9/4/2012,8/8/2012,14
9/4/2012,8/9/2012,17
9/4/2012,8/10/2012,21
9/4/2012,8/11/2012,21
9/4/2012,8/12/2012,21
9/4/2012,8/13/2012,23
9/4/2012,8/14/2012,33
9/4/2012,8/15/2012,58
9/4/2012,8/16/2012,63
9/4/2012,8/17/2012,66
9/4/2012,8/18/2012,66
9/4/2012,8/19/2012,66
9/4/2012,8/20/2012,70
9/4/2012,8/21/2012,71
9/4/2012,8/22/2012,78
9/4/2012,8/23/2012,91
9/4/2012,8/24/2012,105
9/4/2012,8/25/2012,108
9/4/2012,8/26/2012,109
9/4/2012,8/27/2012,128
9/4/2012,8/28/2012,141
9/4/2012,8/29/2012,162
9/4/2012,8/30/2012,183
9/4/2012,8/31/2012,205
9/4/2012,9/1/2012,208
9/4/2012,9/2/2012,214
9/4/2012,9/3/2012,220
9/4/2012,9/4/2012,250
9/5/2012,7/7/2012,0
9/5/2012,7/8/2012,0
9/5/2012,7/9/2012,0
9/5/2012,7/10/2012,0
9/5/2012,7/11/2012,0
9/5/2012,7/12/2012,0
9/5/2012,7/13/2012,0
9/5/2012,7/14/2012,0
9/5/2012,7/15/2012,0
9/5/2012,7/16/2012,1
9/5/2012,7/17/2012,1
9/5/2012,7/18/2012,1
9/5/2012,7/19/2012,1
9/5/2012,7/20/2012,3
9/5/2012,7/21/2012,4
9/5/2012,7/22/2012,4
9/5/2012,7/23/2012,4
9/5/2012,7/24/2012,6
9/5/2012,7/25/2012,6
9/5/2012,7/26/2012,6
9/5/2012,7/27/2012,7
9/5/2012,7/28/2012,7
9/5/2012,7/29/2012,7
9/5/2012,7/30/2012,8
9/5/2012,7/31/2012,9
9/5/2012,8/1/2012,10
9/5/2012,8/2/2012,11
9/5/2012,8/3/2012,11
9/5/2012,8/4/2012,11
9/5/2012,8/5/2012,11
9/5/2012,8/6/2012,11
9/5/2012,8/7/2012,19
9/5/2012,8/8/2012,22
9/5/2012,8/9/2012,25
9/5/2012,8/10/2012,29
9/5/2012,8/11/2012,29
9/5/2012,8/12/2012,31
9/5/2012,8/13/2012,31
9/5/2012,8/14/2012,41
9/5/2012,8/15/2012,66
9/5/2012,8/16/2012,71
9/5/2012,8/17/2012,71
9/5/2012,8/18/2012,71
9/5/2012,8/19/2012,71
9/5/2012,8/20/2012,88
9/5/2012,8/21/2012,90
9/5/2012,8/22/2012,101
9/5/2012,8/23/2012,110
9/5/2012,8/24/2012,128
9/5/2012,8/25/2012,130
9/5/2012,8/26/2012,131
9/5/2012,8/27/2012,151
9/5/2012,8/28/2012,170
9/5/2012,8/29/2012,192
9/5/2012,8/30/2012,209
9/5/2012,8/31/2012,231
9/5/2012,9/1/2012,234
9/5/2012,9/2/2012,239
9/5/2012,9/3/2012,243
9/5/2012,9/4/2012,263
9/5/2012,9/5/2012,293
9/6/2012,7/8/2012,0
9/6/2012,7/9/2012,0
9/6/2012,7/10/2012,0
9/6/2012,7/11/2012,0
9/6/2012,7/12/2012,0
9/6/2012,7/13/2012,0
9/6/2012,7/14/2012,0
9/6/2012,7/15/2012,0
9/6/2012,7/16/2012,1
9/6/2012,7/17/2012,1
9/6/2012,7/18/2012,1
9/6/2012,7/19/2012,4
9/6/2012,7/20/2012,6
9/6/2012,7/21/2012,7
9/6/2012,7/22/2012,7
9/6/2012,7/23/2012,7
9/6/2012,7/24/2012,9
9/6/2012,7/25/2012,10
9/6/2012,7/26/2012,12
9/6/2012,7/27/2012,12
9/6/2012,7/28/2012,12
9/6/2012,7/29/2012,12
9/6/2012,7/30/2012,12
9/6/2012,7/31/2012,12
9/6/2012,8/1/2012,12
9/6/2012,8/2/2012,13
9/6/2012,8/3/2012,13
9/6/2012,8/4/2012,13
9/6/2012,8/5/2012,13
9/6/2012,8/6/2012,13
9/6/2012,8/7/2012,13
9/6/2012,8/8/2012,16
9/6/2012,8/9/2012,19
9/6/2012,8/10/2012,21
9/6/2012,8/11/2012,21
9/6/2012,8/12/2012,23
9/6/2012,8/13/2012,23
9/6/2012,8/14/2012,29
9/6/2012,8/15/2012,34
9/6/2012,8/16/2012,38
9/6/2012,8/17/2012,41
9/6/2012,8/18/2012,41
9/6/2012,8/19/2012,43
9/6/2012,8/20/2012,56
9/6/2012,8/21/2012,56
9/6/2012,8/22/2012,63
9/6/2012,8/23/2012,65
9/6/2012,8/24/2012,79
9/6/2012,8/25/2012,81
9/6/2012,8/26/2012,82
9/6/2012,8/27/2012,95
9/6/2012,8/28/2012,102
9/6/2012,8/29/2012,115
9/6/2012,8/30/2012,128
9/6/2012,8/31/2012,151
9/6/2012,9/1/2012,154
9/6/2012,9/2/2012,159
9/6/2012,9/3/2012,165
9/6/2012,9/4/2012,185
9/6/2012,9/5/2012,202
9/6/2012,9/6/2012,236
9/7/2012,7/9/2012,0
9/7/2012,7/10/2012,0
9/7/2012,7/11/2012,0
9/7/2012,7/12/2012,0
9/7/2012,7/13/2012,0
9/7/2012,7/14/2012,0
9/7/2012,7/15/2012,0
9/7/2012,7/16/2012,0
9/7/2012,7/17/2012,0
9/7/2012,7/18/2012,0
9/7/2012,7/19/2012,3
9/7/2012,7/20/2012,3
9/7/2012,7/21/2012,4
9/7/2012,7/22/2012,4
9/7/2012,7/23/2012,4
9/7/2012,7/24/2012,4
9/7/2012,7/25/2012,4
9/7/2012,7/26/2012,6
9/7/2012,7/27/2012,6
9/7/2012,7/28/2012,6
9/7/2012,7/29/2012,6
9/7/2012,7/30/2012,6
9/7/2012,7/31/2012,7
9/7/2012,8/1/2012,7
9/7/2012,8/2/2012,7
9/7/2012,8/3/2012,9
9/7/2012,8/4/2012,9
9/7/2012,8/5/2012,9
9/7/2012,8/6/2012,12
9/7/2012,8/7/2012,19
9/7/2012,8/8/2012,20
9/7/2012,8/9/2012,20
9/7/2012,8/10/2012,20
9/7/2012,8/11/2012,20
9/7/2012,8/12/2012,21
9/7/2012,8/13/2012,30
9/7/2012,8/14/2012,36
9/7/2012,8/15/2012,42
9/7/2012,8/16/2012,49
9/7/2012,8/17/2012,56
9/7/2012,8/18/2012,56
9/7/2012,8/19/2012,60
9/7/2012,8/20/2012,63
9/7/2012,8/21/2012,65
9/7/2012,8/22/2012,66
9/7/2012,8/23/2012,69
9/7/2012,8/24/2012,73
9/7/2012,8/25/2012,75
9/7/2012,8/26/2012,76
9/7/2012,8/27/2012,86
9/7/2012,8/28/2012,88
9/7/2012,8/29/2012,90
9/7/2012,8/30/2012,98
9/7/2012,8/31/2012,100
9/7/2012,9/1/2012,106
9/7/2012,9/2/2012,110
9/7/2012,9/3/2012,111
9/7/2012,9/4/2012,118
9/7/2012,9/5/2012,134
9/7/2012,9/6/2012,148
9/7/2012,9/7/2012,174
9/8/2012,7/10/2012,2
9/8/2012,7/11/2012,2
9/8/2012,7/12/2012,2
9/8/2012,7/13/2012,2
9/8/2012,7/14/2012,2
9/8/2012,7/15/2012,2
9/8/2012,7/16/2012,2
9/8/2012,7/17/2012,2
9/8/2012,7/18/2012,2
9/8/2012,7/19/2012,5
9/8/2012,7/20/2012,5
9/8/2012,7/21/2012,5
9/8/2012,7/22/2012,5
9/8/2012,7/23/2012,5
9/8/2012,7/24/2012,7
9/8/2012,7/25/2012,7
9/8/2012,7/26/2012,7
9/8/2012,7/27/2012,7
9/8/2012,7/28/2012,7
9/8/2012,7/29/2012,7
9/8/2012,7/30/2012,7
9/8/2012,7/31/2012,8
9/8/2012,8/1/2012,12
9/8/2012,8/2/2012,14
9/8/2012,8/3/2012,17
9/8/2012,8/4/2012,17
9/8/2012,8/5/2012,17
9/8/2012,8/6/2012,20
9/8/2012,8/7/2012,20
9/8/2012,8/8/2012,26
9/8/2012,8/9/2012,26
9/8/2012,8/10/2012,26
9/8/2012,8/11/2012,26
9/8/2012,8/12/2012,26
9/8/2012,8/13/2012,26
9/8/2012,8/14/2012,29
9/8/2012,8/15/2012,34
9/8/2012,8/16/2012,38
9/8/2012,8/17/2012,44
9/8/2012,8/18/2012,44
9/8/2012,8/19/2012,45
9/8/2012,8/20/2012,45
9/8/2012,8/21/2012,48
9/8/2012,8/22/2012,50
9/8/2012,8/23/2012,51
9/8/2012,8/24/2012,52
9/8/2012,8/25/2012,54
9/8/2012,8/26/2012,55
9/8/2012,8/27/2012,59
9/8/2012,8/28/2012,61
9/8/2012,8/29/2012,66
9/8/2012,8/30/2012,69
9/8/2012,8/31/2012,71
9/8/2012,9/1/2012,77
9/8/2012,9/2/2012,81
9/8/2012,9/3/2012,84
9/8/2012,9/4/2012,91
9/8/2012,9/5/2012,97
9/8/2012,9/6/2012,114
9/8/2012,9/7/2012,131
9/8/2012,9/8/2012,176
9/9/2012,7/11/2012,4
9/9/2012,7/12/2012,12
9/9/2012,7/13/2012,14
9/9/2012,7/14/2012,14
9/9/2012,7/15/2012,14
9/9/2012,7/16/2012,24
9/9/2012,7/17/2012,24
9/9/2012,7/18/2012,24
9/9/2012,7/19/2012,24
9/9/2012,7/20/2012,24
9/9/2012,7/21/2012,24
9/9/2012,7/22/2012,24
9/9/2012,7/23/2012,24
9/9/2012,7/24/2012,24
9/9/2012,7/25/2012,24
9/9/2012,7/26/2012,25
9/9/2012,7/27/2012,25
9/9/2012,7/28/2012,25
9/9/2012,7/29/2012,25
9/9/2012,7/30/2012,26
9/9/2012,7/31/2012,28
9/9/2012,8/1/2012,30
9/9/2012,8/2/2012,32
9/9/2012,8/3/2012,39
9/9/2012,8/4/2012,39
9/9/2012,8/5/2012,41
9/9/2012,8/6/2012,43
9/9/2012,8/7/2012,44
9/9/2012,8/8/2012,49
9/9/2012,8/9/2012,52
9/9/2012,8/10/2012,53
9/9/2012,8/11/2012,54
9/9/2012,8/12/2012,54
9/9/2012,8/13/2012,60
9/9/2012,8/14/2012,63
9/9/2012,8/15/2012,67
9/9/2012,8/16/2012,76
9/9/2012,8/17/2012,88
9/9/2012,8/18/2012,88
9/9/2012,8/19/2012,88
9/9/2012,8/20/2012,92
9/9/2012,8/21/2012,98
9/9/2012,8/22/2012,102
9/9/2012,8/23/2012,107
9/9/2012,8/24/2012,112
9/9/2012,8/25/2012,114
9/9/2012,8/26/2012,115
9/9/2012,8/27/2012,120
9/9/2012,8/28/2012,127
9/9/2012,8/29/2012,133
9/9/2012,8/30/2012,137
9/9/2012,8/31/2012,147
9/9/2012,9/1/2012,148
9/9/2012,9/2/2012,148
9/9/2012,9/3/2012,150
9/9/2012,9/4/2012,166
9/9/2012,9/5/2012,185
9/9/2012,9/6/2012,203
9/9/2012,9/7/2012,223
9/9/2012,9/8/2012,233
9/9/2012,9/9/2012,271
9/10/2012,7/12/2012,8
9/10/2012,7/13/2012,10
9/10/2012,7/14/2012,10
9/10/2012,7/15/2012,10
9/10/2012,7/16/2012,20
9/10/2012,7/17/2012,20
9/10/2012,7/18/2012,20
9/10/2012,7/19/2012,20
9/10/2012,7/20/2012,20
9/10/2012,7/21/2012,20
9/10/2012,7/22/2012,20
9/10/2012,7/23/2012,21
9/10/2012,7/24/2012,21
9/10/2012,7/25/2012,21
9/10/2012,7/26/2012,22
9/10/2012,7/27/2012,22
9/10/2012,7/28/2012,22
9/10/2012,7/29/2012,22
9/10/2012,7/30/2012,23
9/10/2012,7/31/2012,25
9/10/2012,8/1/2012,27
9/10/2012,8/2/2012,32
9/10/2012,8/3/2012,39
9/10/2012,8/4/2012,39
9/10/2012,8/5/2012,39
9/10/2012,8/6/2012,44
9/10/2012,8/7/2012,45
9/10/2012,8/8/2012,50
9/10/2012,8/9/2012,56
9/10/2012,8/10/2012,57
9/10/2012,8/11/2012,58
9/10/2012,8/12/2012,58
9/10/2012,8/13/2012,66
9/10/2012,8/14/2012,72
9/10/2012,8/15/2012,79
9/10/2012,8/16/2012,95
9/10/2012,8/17/2012,104
9/10/2012,8/18/2012,104
9/10/2012,8/19/2012,104
9/10/2012,8/20/2012,110
9/10/2012,8/21/2012,116
9/10/2012,8/22/2012,123
9/10/2012,8/23/2012,131
9/10/2012,8/24/2012,140
9/10/2012,8/25/2012,142
9/10/2012,8/26/2012,144
9/10/2012,8/27/2012,160
9/10/2012,8/28/2012,168
9/10/2012,8/29/2012,192
9/10/2012,8/30/2012,201
9/10/2012,8/31/2012,212
9/10/2012,9/1/2012,215
9/10/2012,9/2/2012,215
9/10/2012,9/3/2012,221
9/10/2012,9/4/2012,241
9/10/2012,9/5/2012,265
9/10/2012,9/6/2012,286
9/10/2012,9/7/2012,320
9/10/2012,9/8/2012,326
9/10/2012,9/9/2012,342
9/10/2012,9/10/2012,371
9/11/2012,7/13/2012,2
9/11/2012,7/14/2012,6
9/11/2012,7/15/2012,9
9/11/2012,7/16/2012,19
9/11/2012,7/17/2012,19
9/11/2012,7/18/2012,19
9/11/2012,7/19/2012,19
9/11/2012,7/20/2012,19
9/11/2012,7/21/2012,19
9/11/2012,7/22/2012,19
9/11/2012,7/23/2012,20
9/11/2012,7/24/2012,20
9/11/2012,7/25/2012,20
9/11/2012,7/26/2012,21
9/11/2012,7/27/2012,21
9/11/2012,7/28/2012,21
9/11/2012,7/29/2012,21
9/11/2012,7/30/2012,22
9/11/2012,7/31/2012,24
9/11/2012,8/1/2012,24
9/11/2012,8/2/2012,29
9/11/2012,8/3/2012,32
9/11/2012,8/4/2012,32
9/11/2012,8/5/2012,32
9/11/2012,8/6/2012,37
9/11/2012,8/7/2012,38
9/11/2012,8/8/2012,51
9/11/2012,8/9/2012,58
9/11/2012,8/10/2012,60
9/11/2012,8/11/2012,61
9/11/2012,8/12/2012,66
9/11/2012,8/13/2012,74
9/11/2012,8/14/2012,81
9/11/2012,8/15/2012,90
9/11/2012,8/16/2012,106
9/11/2012,8/17/2012,123
9/11/2012,8/18/2012,125
9/11/2012,8/19/2012,125
9/11/2012,8/20/2012,134
9/11/2012,8/21/2012,145
9/11/2012,8/22/2012,154
9/11/2012,8/23/2012,165
9/11/2012,8/24/2012,177
9/11/2012,8/25/2012,177
9/11/2012,8/26/2012,179
9/11/2012,8/27/2012,195
9/11/2012,8/28/2012,211
9/11/2012,8/29/2012,251
9/11/2012,8/30/2012,269
9/11/2012,8/31/2012,281
9/11/2012,9/1/2012,282
9/11/2012,9/2/2012,284
9/11/2012,9/3/2012,290
9/11/2012,9/4/2012,320
9/11/2012,9/5/2012,352
9/11/2012,9/6/2012,385
9/11/2012,9/7/2012,436
9/11/2012,9/8/2012,442
9/11/2012,9/9/2012,461
9/11/2012,9/10/2012,533
9/11/2012,9/11/2012,588
9/12/2012,7/14/2012,4
9/12/2012,7/15/2012,7
9/12/2012,7/16/2012,8
9/12/2012,7/17/2012,8
9/12/2012,7/18/2012,8
9/12/2012,7/19/2012,8
9/12/2012,7/20/2012,8
9/12/2012,7/21/2012,8
9/12/2012,7/22/2012,8
9/12/2012,7/23/2012,9
9/12/2012,7/24/2012,9
9/12/2012,7/25/2012,9
9/12/2012,7/26/2012,10
9/12/2012,7/27/2012,10
9/12/2012,7/28/2012,10
9/12/2012,7/29/2012,10
9/12/2012,7/30/2012,10
9/12/2012,7/31/2012,10
9/12/2012,8/1/2012,13
9/12/2012,8/2/2012,17
9/12/2012,8/3/2012,17
9/12/2012,8/4/2012,17
9/12/2012,8/5/2012,17
9/12/2012,8/6/2012,19
9/12/2012,8/7/2012,19
9/12/2012,8/8/2012,20
9/12/2012,8/9/2012,26
9/12/2012,8/10/2012,28
9/12/2012,8/11/2012,29
9/12/2012,8/12/2012,32
9/12/2012,8/13/2012,39
9/12/2012,8/14/2012,45
9/12/2012,8/15/2012,53
9/12/2012,8/16/2012,56
9/12/2012,8/17/2012,67
9/12/2012,8/18/2012,69
9/12/2012,8/19/2012,69
9/12/2012,8/20/2012,75
9/12/2012,8/21/2012,87
9/12/2012,8/22/2012,92
9/12/2012,8/23/2012,99
9/12/2012,8/24/2012,106
9/12/2012,8/25/2012,106
9/12/2012,8/26/2012,108
9/12/2012,8/27/2012,124
9/12/2012,8/28/2012,143
9/12/2012,8/29/2012,184
9/12/2012,8/30/2012,202
9/12/2012,8/31/2012,217
9/12/2012,9/1/2012,217
9/12/2012,9/2/2012,219
9/12/2012,9/3/2012,225
9/12/2012,9/4/2012,247
9/12/2012,9/5/2012,275
9/12/2012,9/6/2012,313
9/12/2012,9/7/2012,356
9/12/2012,9/8/2012,363
9/12/2012,9/9/2012,383
9/12/2012,9/10/2012,445
9/12/2012,9/11/2012,458
9/12/2012,9/12/2012,496
9/13/2012,7/15/2012,3
9/13/2012,7/16/2012,3
9/13/2012,7/17/2012,3
9/13/2012,7/18/2012,3
9/13/2012,7/19/2012,3
9/13/2012,7/20/2012,3
9/13/2012,7/21/2012,3
9/13/2012,7/22/2012,3
9/13/2012,7/23/2012,3
9/13/2012,7/24/2012,3
9/13/2012,7/25/2012,3
9/13/2012,7/26/2012,3
9/13/2012,7/27/2012,3
9/13/2012,7/28/2012,3
9/13/2012,7/29/2012,3
9/13/2012,7/30/2012,3
9/13/2012,7/31/2012,3
9/13/2012,8/1/2012,6
9/13/2012,8/2/2012,11
9/13/2012,8/3/2012,11
9/13/2012,8/4/2012,11
9/13/2012,8/5/2012,11
9/13/2012,8/6/2012,13
9/13/2012,8/7/2012,15
9/13/2012,8/8/2012,16
9/13/2012,8/9/2012,19
9/13/2012,8/10/2012,21
9/13/2012,8/11/2012,22
9/13/2012,8/12/2012,22
9/13/2012,8/13/2012,26
9/13/2012,8/14/2012,33
