departure_date,booking_date,cum_bookings
9/27/2012,9/17/2012,499
9/27/2012,9/18/2012,536
9/27/2012,9/19/2012,560
9/27/2012,9/20/2012,573
9/27/2012,9/21/2012,644
9/27/2012,9/22/2012,647
9/27/2012,9/23/2012,653
9/27/2012,9/24/2012,676
9/27/2012,9/25/2012,693
9/27/2012,9/26/2012,705
9/27/2012,9/27/2012,756
9/28/2012,7/30/2012,0
9/28/2012,7/31/2012,3
9/28/2012,8/1/2012,13
9/28/2012,8/2/2012,13
9/28/2012,8/3/2012,13
9/28/2012,8/4/2012,13
9/28/2012,8/5/2012,15
9/28/2012,8/6/2012,15
9/28/2012,8/7/2012,16
9/28/2012,8/8/2012,23
9/28/2012,8/9/2012,23
9/28/2012,8/10/2012,25
9/28/2012,8/11/2012,26
9/28/2012,8/12/2012,26
9/28/2012,8/13/2012,32
9/28/2012,8/14/2012,37
9/28/2012,8/15/2012,39
9/28/2012,8/16/2012,45
9/28/2012,8/17/2012,46
9/28/2012,8/18/2012,48
9/28/2012,8/19/2012,48
9/28/2012,8/20/2012,66
9/28/2012,8/21/2012,73
9/28/2012,8/22/2012,73
9/28/2012,8/23/2012,73
9/28/2012,8/24/2012,76
9/28/2012,8/25/2012,76
9/28/2012,8/26/2012,76
9/28/2012,8/27/2012,77
9/28/2012,8/28/2012,113
9/28/2012,8/29/2012,157
9/28/2012,8/30/2012,166
9/28/2012,8/31/2012,177
9/28/2012,9/1/2012,178
9/28/2012,9/2/2012,180
9/28/2012,9/3/2012,183
9/28/2012,9/4/2012,231
9/28/2012,9/5/2012,264
9/28/2012,9/6/2012,329
9/28/2012,9/7/2012,362
9/28/2012,9/8/2012,369
9/28/2012,9/9/2012,371
9/28/2012,9/10/2012,393
9/28/2012,9/11/2012,398
9/28/2012,9/12/2012,404
9/28/2012,9/13/2012,408
9/28/2012,9/14/2012,425
9/28/2012,9/15/2012,430
9/28/2012,9/16/2012,431
9/28/2012,9/17/2012,443
9/28/2012,9/18/2012,467
9/28/2012,9/19/2012,484
9/28/2012,9/20/2012,493
9/28/2012,9/21/2012,520
9/28/2012,9/22/2012,524
9/28/2012,9/23/2012,528
9/28/2012,9/24/2012,535
9/28/2012,9/25/2012,550
9/28/2012,9/26/2012,569
9/28/2012,9/27/2012,623
9/28/2012,9/28/2012,695
9/29/2012,7/31/2012,2
9/29/2012,8/1/2012,4
9/29/2012,8/2/2012,4
9/29/2012,8/3/2012,4
9/29/2012,8/4/2012,4
9/29/2012,8/5/2012,4
9/29/2012,8/6/2012,5
9/29/2012,8/7/2012,6
9/29/2012,8/8/2012,11
9/29/2012,8/9/2012,13
9/29/2012,8/10/2012,15
9/29/2012,8/11/2012,16
9/29/2012,8/12/2012,16
9/29/2012,8/13/2012,16
9/29/2012,8/14/2012,21
9/29/2012,8/15/2012,23
9/29/2012,8/16/2012,29
9/29/2012,8/17/2012,30
9/29/2012,8/18/2012,32
9/29/2012,8/19/2012,32
9/29/2012,8/20/2012,32
9/29/2012,8/21/2012,35
9/29/2012,8/22/2012,37
9/29/2012,8/23/2012,38
9/29/2012,8/24/2012,40
9/29/2012,8/25/2012,41
9/29/2012,8/26/2012,41
9/29/2012,8/27/2012,42
9/29/2012,8/28/2012,46
9/29/2012,8/29/2012,49
9/29/2012,8/30/2012,50
9/29/2012,8/31/2012,53
9/29/2012,9/1/2012,53
9/29/2012,9/2/2012,55
9/29/2012,9/3/2012,57
9/29/2012,9/4/2012,104
9/29/2012,9/5/2012,111
9/29/2012,9/6/2012,111
9/29/2012,9/7/2012,118
9/29/2012,9/8/2012,120
9/29/2012,9/9/2012,122
9/29/2012,9/10/2012,126
9/29/2012,9/11/2012,130
9/29/2012,9/12/2012,133
9/29/2012,9/13/2012,137
9/29/2012,9/14/2012,149
9/29/2012,9/15/2012,153
9/29/2012,9/16/2012,153
9/29/2012,9/17/2012,163
9/29/2012,9/18/2012,179
9/29/2012,9/19/2012,189
9/29/2012,9/20/2012,197
9/29/2012,9/21/2012,224
9/29/2012,9/22/2012,228
9/29/2012,9/23/2012,234
9/29/2012,9/24/2012,246
9/29/2012,9/25/2012,256
9/29/2012,9/26/2012,296
9/29/2012,9/27/2012,351
9/29/2012,9/28/2012,449
9/29/2012,9/29/2012,624
9/30/2012,8/1/2012,0
9/30/2012,8/2/2012,0
9/30/2012,8/3/2012,0
9/30/2012,8/4/2012,0
9/30/2012,8/5/2012,0
9/30/2012,8/6/2012,2
9/30/2012,8/7/2012,2
9/30/2012,8/8/2012,2
9/30/2012,8/9/2012,4
9/30/2012,8/10/2012,4
9/30/2012,8/11/2012,4
9/30/2012,8/12/2012,4
9/30/2012,8/13/2012,4
9/30/2012,8/14/2012,7
9/30/2012,8/15/2012,7
9/30/2012,8/16/2012,7
9/30/2012,8/17/2012,7
9/30/2012,8/18/2012,7
9/30/2012,8/19/2012,7
9/30/2012,8/20/2012,7
9/30/2012,8/21/2012,8
9/30/2012,8/22/2012,8
9/30/2012,8/23/2012,8
9/30/2012,8/24/2012,8
9/30/2012,8/25/2012,8
9/30/2012,8/26/2012,8
9/30/2012,8/27/2012,10
9/30/2012,8/28/2012,13
9/30/2012,8/29/2012,14
9/30/2012,8/30/2012,14
9/30/2012,8/31/2012,16
9/30/2012,9/1/2012,16
9/30/2012,9/2/2012,16
9/30/2012,9/3/2012,16
9/30/2012,9/4/2012,57
9/30/2012,9/5/2012,61
9/30/2012,9/6/2012,61
9/30/2012,9/7/2012,67
9/30/2012,9/8/2012,67
9/30/2012,9/9/2012,69
9/30/2012,9/10/2012,69
9/30/2012,9/11/2012,70
9/30/2012,9/12/2012,73
9/30/2012,9/13/2012,76
9/30/2012,9/14/2012,76
9/30/2012,9/15/2012,78
9/30/2012,9/16/2012,78
9/30/2012,9/17/2012,85
9/30/2012,9/18/2012,95
9/30/2012,9/19/2012,113
9/30/2012,9/20/2012,114
9/30/2012,9/21/2012,147
9/30/2012,9/22/2012,148
9/30/2012,9/23/2012,149
9/30/2012,9/24/2012,161
9/30/2012,9/25/2012,168
9/30/2012,9/26/2012,173
9/30/2012,9/27/2012,183
9/30/2012,9/28/2012,204
9/30/2012,9/29/2012,227
9/30/2012,9/30/2012,254
10/1/2012,8/2/2012,0
10/1/2012,8/3/2012,0
10/1/2012,8/4/2012,0
10/1/2012,8/5/2012,0
10/1/2012,8/6/2012,2
10/1/2012,8/7/2012,2
10/1/2012,8/8/2012,4
10/1/2012,8/9/2012,7
10/1/2012,8/10/2012,7
10/1/2012,8/11/2012,7
10/1/2012,8/12/2012,7
10/1/2012,8/13/2012,7
10/1/2012,8/14/2012,10
10/1/2012,8/15/2012,10
10/1/2012,8/16/2012,10
10/1/2012,8/17/2012,11
10/1/2012,8/18/2012,11
10/1/2012,8/19/2012,11
10/1/2012,8/20/2012,13
10/1/2012,8/21/2012,14
10/1/2012,8/22/2012,14
10/1/2012,8/23/2012,14
10/1/2012,8/24/2012,16
10/1/2012,8/25/2012,16
10/1/2012,8/26/2012,16
10/1/2012,8/27/2012,18
10/1/2012,8/28/2012,21
10/1/2012,8/29/2012,23
10/1/2012,8/30/2012,23
10/1/2012,8/31/2012,31
10/1/2012,9/1/2012,31
10/1/2012,9/2/2012,32
10/1/2012,9/3/2012,32
10/1/2012,9/4/2012,73
10/1/2012,9/5/2012,77
10/1/2012,9/6/2012,78
10/1/2012,9/7/2012,95
10/1/2012,9/8/2012,95
10/1/2012,9/9/2012,98
10/1/2012,9/10/2012,105
10/1/2012,9/11/2012,112
10/1/2012,9/12/2012,117
10/1/2012,9/13/2012,129
10/1/2012,9/14/2012,133
10/1/2012,9/15/2012,135
10/1/2012,9/16/2012,135
10/1/2012,9/17/2012,148
10/1/2012,9/18/2012,160
10/1/2012,9/19/2012,180
10/1/2012,9/20/2012,187
10/1/2012,9/21/2012,226
10/1/2012,9/22/2012,228
10/1/2012,9/23/2012,228
10/1/2012,9/24/2012,260
10/1/2012,9/25/2012,278
10/1/2012,9/26/2012,294
10/1/2012,9/27/2012,307
10/1/2012,9/28/2012,322
10/1/2012,9/29/2012,333
10/1/2012,9/30/2012,351
10/1/2012,10/1/2012,382
10/2/2012,8/3/2012,0
10/2/2012,8/4/2012,0
10/2/2012,8/5/2012,0
10/2/2012,8/6/2012,2
10/2/2012,8/7/2012,2
10/2/2012,8/8/2012,2
10/2/2012,8/9/2012,5
10/2/2012,8/10/2012,5
10/2/2012,8/11/2012,5
10/2/2012,8/12/2012,5
10/2/2012,8/13/2012,5
10/2/2012,8/14/2012,8
10/2/2012,8/15/2012,9
10/2/2012,8/16/2012,9
10/2/2012,8/17/2012,10
10/2/2012,8/18/2012,10
10/2/2012,8/19/2012,10
10/2/2012,8/20/2012,12
10/2/2012,8/21/2012,13
10/2/2012,8/22/2012,13
10/2/2012,8/23/2012,15
10/2/2012,8/24/2012,17
10/2/2012,8/25/2012,17
10/2/2012,8/26/2012,17
10/2/2012,8/27/2012,19
10/2/2012,8/28/2012,22
10/2/2012,8/29/2012,24
10/2/2012,8/30/2012,41
10/2/2012,8/31/2012,48
10/2/2012,9/1/2012,48
10/2/2012,9/2/2012,49
10/2/2012,9/3/2012,49
10/2/2012,9/4/2012,92
10/2/2012,9/5/2012,96
10/2/2012,9/6/2012,98
10/2/2012,9/7/2012,114
10/2/2012,9/8/2012,114
10/2/2012,9/9/2012,117
10/2/2012,9/10/2012,118
10/2/2012,9/11/2012,130
10/2/2012,9/12/2012,139
10/2/2012,9/13/2012,144
10/2/2012,9/14/2012,148
10/2/2012,9/15/2012,150
10/2/2012,9/16/2012,150
10/2/2012,9/17/2012,164
10/2/2012,9/18/2012,177
10/2/2012,9/19/2012,194
10/2/2012,9/20/2012,204
10/2/2012,9/21/2012,239
10/2/2012,9/22/2012,241
10/2/2012,9/23/2012,241
10/2/2012,9/24/2012,278
10/2/2012,9/25/2012,305
10/2/2012,9/26/2012,329
10/2/2012,9/27/2012,349
10/2/2012,9/28/2012,389
10/2/2012,9/29/2012,406
10/2/2012,9/30/2012,416
10/2/2012,10/1/2012,455
10/2/2012,10/2/2012,485
10/3/2012,8/4/2012,0
10/3/2012,8/5/2012,0
10/3/2012,8/6/2012,2
10/3/2012,8/7/2012,2
10/3/2012,8/8/2012,3
10/3/2012,8/9/2012,6
10/3/2012,8/10/2012,6
10/3/2012,8/11/2012,6
10/3/2012,8/12/2012,6
10/3/2012,8/13/2012,6
10/3/2012,8/14/2012,9
10/3/2012,8/15/2012,10
10/3/2012,8/16/2012,10
10/3/2012,8/17/2012,11
10/3/2012,8/18/2012,11
10/3/2012,8/19/2012,11
10/3/2012,8/20/2012,11
10/3/2012,8/21/2012,12
10/3/2012,8/22/2012,12
10/3/2012,8/23/2012,12
10/3/2012,8/24/2012,14
10/3/2012,8/25/2012,14
10/3/2012,8/26/2012,14
10/3/2012,8/27/2012,16
10/3/2012,8/28/2012,19
10/3/2012,8/29/2012,21
10/3/2012,8/30/2012,39
10/3/2012,8/31/2012,45
10/3/2012,9/1/2012,46
10/3/2012,9/2/2012,47
10/3/2012,9/3/2012,47
10/3/2012,9/4/2012,90
10/3/2012,9/5/2012,94
10/3/2012,9/6/2012,100
10/3/2012,9/7/2012,116
10/3/2012,9/8/2012,116
10/3/2012,9/9/2012,119
10/3/2012,9/10/2012,121
10/3/2012,9/11/2012,130
10/3/2012,9/12/2012,134
10/3/2012,9/13/2012,141
10/3/2012,9/14/2012,148
10/3/2012,9/15/2012,149
10/3/2012,9/16/2012,149
10/3/2012,9/17/2012,160
10/3/2012,9/18/2012,172
10/3/2012,9/19/2012,189
10/3/2012,9/20/2012,201
10/3/2012,9/21/2012,240
10/3/2012,9/22/2012,242
10/3/2012,9/23/2012,242
10/3/2012,9/24/2012,275
10/3/2012,9/25/2012,340
10/3/2012,9/26/2012,376
10/3/2012,9/27/2012,398
10/3/2012,9/28/2012,436
10/3/2012,9/29/2012,460
10/3/2012,9/30/2012,469
10/3/2012,10/1/2012,492
10/3/2012,10/2/2012,526
10/3/2012,10/3/2012,590
10/4/2012,8/5/2012,0
10/4/2012,8/6/2012,2
10/4/2012,8/7/2012,2
10/4/2012,8/8/2012,3
10/4/2012,8/9/2012,6
10/4/2012,8/10/2012,6
10/4/2012,8/11/2012,6
10/4/2012,8/12/2012,6
10/4/2012,8/13/2012,6
10/4/2012,8/14/2012,10
10/4/2012,8/15/2012,11
10/4/2012,8/16/2012,11
10/4/2012,8/17/2012,11
10/4/2012,8/18/2012,11
10/4/2012,8/19/2012,13
10/4/2012,8/20/2012,15
10/4/2012,8/21/2012,16
10/4/2012,8/22/2012,16
10/4/2012,8/23/2012,16
10/4/2012,8/24/2012,16
10/4/2012,8/25/2012,16
10/4/2012,8/26/2012,16
10/4/2012,8/27/2012,18
10/4/2012,8/28/2012,20
10/4/2012,8/29/2012,20
10/4/2012,8/30/2012,20
10/4/2012,8/31/2012,20
10/4/2012,9/1/2012,21
10/4/2012,9/2/2012,21
10/4/2012,9/3/2012,21
10/4/2012,9/4/2012,66
10/4/2012,9/5/2012,71
10/4/2012,9/6/2012,78
10/4/2012,9/7/2012,78
10/4/2012,9/8/2012,78
10/4/2012,9/9/2012,81
10/4/2012,9/10/2012,82
10/4/2012,9/11/2012,82
10/4/2012,9/12/2012,84
10/4/2012,9/13/2012,111
10/4/2012,9/14/2012,116
10/4/2012,9/15/2012,117
10/4/2012,9/16/2012,117
10/4/2012,9/17/2012,145
10/4/2012,9/18/2012,164
10/4/2012,9/19/2012,176
10/4/2012,9/20/2012,181
10/4/2012,9/21/2012,213
10/4/2012,9/22/2012,214
10/4/2012,9/23/2012,214
10/4/2012,9/24/2012,234
10/4/2012,9/25/2012,291
10/4/2012,9/26/2012,312
10/4/2012,9/27/2012,322
10/4/2012,9/28/2012,351
10/4/2012,9/29/2012,364
10/4/2012,9/30/2012,369
10/4/2012,10/1/2012,383
10/4/2012,10/2/2012,404
10/4/2012,10/3/2012,437
10/4/2012,10/4/2012,463
10/5/2012,8/6/2012,0
10/5/2012,8/7/2012,0
10/5/2012,8/8/2012,0
10/5/2012,8/9/2012,0
10/5/2012,8/10/2012,0
10/5/2012,8/11/2012,0
10/5/2012,8/12/2012,0
10/5/2012,8/13/2012,1
10/5/2012,8/14/2012,4
10/5/2012,8/15/2012,4
10/5/2012,8/16/2012,4
10/5/2012,8/17/2012,4
10/5/2012,8/18/2012,4
10/5/2012,8/19/2012,6
10/5/2012,8/20/2012,8
10/5/2012,8/21/2012,8
10/5/2012,8/22/2012,8
10/5/2012,8/23/2012,8
10/5/2012,8/24/2012,8
10/5/2012,8/25/2012,10
10/5/2012,8/26/2012,12
10/5/2012,8/27/2012,12
10/5/2012,8/28/2012,14
10/5/2012,8/29/2012,16
10/5/2012,8/30/2012,21
10/5/2012,8/31/2012,24
10/5/2012,9/1/2012,25
10/5/2012,9/2/2012,25
10/5/2012,9/3/2012,25
10/5/2012,9/4/2012,73
10/5/2012,9/5/2012,80
10/5/2012,9/6/2012,80
10/5/2012,9/7/2012,80
10/5/2012,9/8/2012,80
10/5/2012,9/9/2012,80
10/5/2012,9/10/2012,82
10/5/2012,9/11/2012,82
10/5/2012,9/12/2012,84
10/5/2012,9/13/2012,102
10/5/2012,9/14/2012,105
10/5/2012,9/15/2012,116
10/5/2012,9/16/2012,121
10/5/2012,9/17/2012,147
10/5/2012,9/18/2012,158
10/5/2012,9/19/2012,166
10/5/2012,9/20/2012,170
10/5/2012,9/21/2012,171
10/5/2012,9/22/2012,171
10/5/2012,9/23/2012,171
10/5/2012,9/24/2012,179
10/5/2012,9/25/2012,223
10/5/2012,9/26/2012,231
10/5/2012,9/27/2012,239
10/5/2012,9/28/2012,247
10/5/2012,9/29/2012,251
10/5/2012,9/30/2012,253
10/5/2012,10/1/2012,265
10/5/2012,10/2/2012,282
10/5/2012,10/3/2012,292
10/5/2012,10/4/2012,310
10/5/2012,10/5/2012,374
10/6/2012,8/7/2012,0
10/6/2012,8/8/2012,0
10/6/2012,8/9/2012,0
10/6/2012,8/10/2012,0
10/6/2012,8/11/2012,0
10/6/2012,8/12/2012,0
10/6/2012,8/13/2012,1
10/6/2012,8/14/2012,4
10/6/2012,8/15/2012,4
10/6/2012,8/16/2012,4
10/6/2012,8/17/2012,4
10/6/2012,8/18/2012,4
10/6/2012,8/19/2012,6
10/6/2012,8/20/2012,8
10/6/2012,8/21/2012,8
10/6/2012,8/22/2012,8
10/6/2012,8/23/2012,8
10/6/2012,8/24/2012,8
10/6/2012,8/25/2012,10
10/6/2012,8/26/2012,12
10/6/2012,8/27/2012,12
10/6/2012,8/28/2012,12
10/6/2012,8/29/2012,14
10/6/2012,8/30/2012,19
10/6/2012,8/31/2012,22
10/6/2012,9/1/2012,22
10/6/2012,9/2/2012,22
10/6/2012,9/3/2012,22
10/6/2012,9/4/2012,70
10/6/2012,9/5/2012,74
10/6/2012,9/6/2012,74
10/6/2012,9/7/2012,74
10/6/2012,9/8/2012,74
10/6/2012,9/9/2012,74
10/6/2012,9/10/2012,76
10/6/2012,9/11/2012,76
10/6/2012,9/12/2012,78
10/6/2012,9/13/2012,84
10/6/2012,9/14/2012,87
10/6/2012,9/15/2012,98
10/6/2012,9/16/2012,103
10/6/2012,9/17/2012,126
10/6/2012,9/18/2012,130
10/6/2012,9/19/2012,137
10/6/2012,9/20/2012,141
10/6/2012,9/21/2012,142
10/6/2012,9/22/2012,142
10/6/2012,9/23/2012,142
10/6/2012,9/24/2012,147
10/6/2012,9/25/2012,184
10/6/2012,9/26/2012,189
10/6/2012,9/27/2012,193
10/6/2012,9/28/2012,202
10/6/2012,9/29/2012,203
10/6/2012,9/30/2012,205
10/6/2012,10/1/2012,220
10/6/2012,10/2/2012,231
10/6/2012,10/3/2012,234
10/6/2012,10/4/2012,245
10/6/2012,10/5/2012,284
10/6/2012,10/6/2012,327
10/7/2012,8/8/2012,0
10/7/2012,8/9/2012,0
10/7/2012,8/10/2012,0
10/7/2012,8/11/2012,0
10/7/2012,8/12/2012,0
10/7/2012,8/13/2012,0
10/7/2012,8/14/2012,3
10/7/2012,8/15/2012,3
10/7/2012,8/16/2012,3
10/7/2012,8/17/2012,3
10/7/2012,8/18/2012,3
10/7/2012,8/19/2012,3
10/7/2012,8/20/2012,4
10/7/2012,8/21/2012,9
10/7/2012,8/22/2012,9
10/7/2012,8/23/2012,12
10/7/2012,8/24/2012,12
10/7/2012,8/25/2012,12
10/7/2012,8/26/2012,12
10/7/2012,8/27/2012,12
10/7/2012,8/28/2012,14
10/7/2012,8/29/2012,17
10/7/2012,8/30/2012,17
10/7/2012,8/31/2012,19
10/7/2012,9/1/2012,19
10/7/2012,9/2/2012,19
10/7/2012,9/3/2012,19
10/7/2012,9/4/2012,67
10/7/2012,9/5/2012,68
10/7/2012,9/6/2012,68
10/7/2012,9/7/2012,68
10/7/2012,9/8/2012,68
10/7/2012,9/9/2012,68
10/7/2012,9/10/2012,68
10/7/2012,9/11/2012,68
10/7/2012,9/12/2012,70
10/7/2012,9/13/2012,76
10/7/2012,9/14/2012,81
10/7/2012,9/15/2012,82
10/7/2012,9/16/2012,82
10/7/2012,9/17/2012,99
10/7/2012,9/18/2012,106
10/7/2012,9/19/2012,116
10/7/2012,9/20/2012,122
10/7/2012,9/21/2012,138
10/7/2012,9/22/2012,138
10/7/2012,9/23/2012,138
10/7/2012,9/24/2012,152
10/7/2012,9/25/2012,158
10/7/2012,9/26/2012,161
10/7/2012,9/27/2012,170
10/7/2012,9/28/2012,180
10/7/2012,9/29/2012,180
10/7/2012,9/30/2012,182
10/7/2012,10/1/2012,192
10/7/2012,10/2/2012,198
10/7/2012,10/3/2012,201
10/7/2012,10/4/2012,208
10/7/2012,10/5/2012,228
10/7/2012,10/6/2012,244
10/7/2012,10/7/2012,275
10/8/2012,8/9/2012,0
10/8/2012,8/10/2012,0
10/8/2012,8/11/2012,0
10/8/2012,8/12/2012,0
10/8/2012,8/13/2012,0
10/8/2012,8/14/2012,3
10/8/2012,8/15/2012,7
10/8/2012,8/16/2012,7
10/8/2012,8/17/2012,7
10/8/2012,8/18/2012,7
10/8/2012,8/19/2012,7
10/8/2012,8/20/2012,8
10/8/2012,8/21/2012,12
10/8/2012,8/22/2012,12
10/8/2012,8/23/2012,15
10/8/2012,8/24/2012,15
10/8/2012,8/25/2012,15
10/8/2012,8/26/2012,15
10/8/2012,8/27/2012,15
10/8/2012,8/28/2012,17
10/8/2012,8/29/2012,21
10/8/2012,8/30/2012,21
10/8/2012,8/31/2012,25
10/8/2012,9/1/2012,25
10/8/2012,9/2/2012,25
10/8/2012,9/3/2012,25
10/8/2012,9/4/2012,73
10/8/2012,9/5/2012,74
10/8/2012,9/6/2012,77
10/8/2012,9/7/2012,80
10/8/2012,9/8/2012,80
10/8/2012,9/9/2012,81
10/8/2012,9/10/2012,82
10/8/2012,9/11/2012,83
10/8/2012,9/12/2012,86
10/8/2012,9/13/2012,90
10/8/2012,9/14/2012,97
10/8/2012,9/15/2012,98
10/8/2012,9/16/2012,98
10/8/2012,9/17/2012,117
10/8/2012,9/18/2012,128
10/8/2012,9/19/2012,147
10/8/2012,9/20/2012,163
10/8/2012,9/21/2012,185
10/8/2012,9/22/2012,186
10/8/2012,9/23/2012,188
10/8/2012,9/24/2012,208
10/8/2012,9/25/2012,222
10/8/2012,9/26/2012,236
10/8/2012,9/27/2012,248
10/8/2012,9/28/2012,258
10/8/2012,9/29/2012,259
10/8/2012,9/30/2012,261
10/8/2012,10/1/2012,288
10/8/2012,10/2/2012,302
10/8/2012,10/3/2012,324
10/8/2012,10/4/2012,354
10/8/2012,10/5/2012,398
10/8/2012,10/6/2012,416
10/8/2012,10/7/2012,436
10/8/2012,10/8/2012,512
10/9/2012,8/10/2012,0
10/9/2012,8/11/2012,0
10/9/2012,8/12/2012,0
10/9/2012,8/13/2012,0
10/9/2012,8/14/2012,3
10/9/2012,8/15/2012,7
10/9/2012,8/16/2012,7
10/9/2012,8/17/2012,8
10/9/2012,8/18/2012,8
10/9/2012,8/19/2012,8
10/9/2012,8/20/2012,9
10/9/2012,8/21/2012,13
10/9/2012,8/22/2012,13
10/9/2012,8/23/2012,16
10/9/2012,8/24/2012,17
10/9/2012,8/25/2012,17
10/9/2012,8/26/2012,17
10/9/2012,8/27/2012,17
10/9/2012,8/28/2012,17
10/9/2012,8/29/2012,21
10/9/2012,8/30/2012,21
10/9/2012,8/31/2012,25
10/9/2012,9/1/2012,25
10/9/2012,9/2/2012,25
10/9/2012,9/3/2012,25
10/9/2012,9/4/2012,73
10/9/2012,9/5/2012,76
10/9/2012,9/6/2012,79
10/9/2012,9/7/2012,83
10/9/2012,9/8/2012,83
10/9/2012,9/9/2012,84
10/9/2012,9/10/2012,86
10/9/2012,9/11/2012,88
10/9/2012,9/12/2012,93
10/9/2012,9/13/2012,97
10/9/2012,9/14/2012,104
10/9/2012,9/15/2012,105
10/9/2012,9/16/2012,105
10/9/2012,9/17/2012,127
10/9/2012,9/18/2012,140
10/9/2012,9/19/2012,160
10/9/2012,9/20/2012,174
10/9/2012,9/21/2012,199
10/9/2012,9/22/2012,201
10/9/2012,9/23/2012,203
10/9/2012,9/24/2012,225
10/9/2012,9/25/2012,242
10/9/2012,9/26/2012,261
10/9/2012,9/27/2012,281
10/9/2012,9/28/2012,295
10/9/2012,9/29/2012,297
10/9/2012,9/30/2012,299
10/9/2012,10/1/2012,330
10/9/2012,10/2/2012,367
10/9/2012,10/3/2012,388
10/9/2012,10/4/2012,427
10/9/2012,10/5/2012,471
10/9/2012,10/6/2012,489
10/9/2012,10/7/2012,505
10/9/2012,10/8/2012,588
10/9/2012,10/9/2012,632
10/10/2012,8/11/2012,0
10/10/2012,8/12/2012,0
10/10/2012,8/13/2012,0
10/10/2012,8/14/2012,3
10/10/2012,8/15/2012,7
10/10/2012,8/16/2012,7
10/10/2012,8/17/2012,10
10/10/2012,8/18/2012,10
10/10/2012,8/19/2012,10
10/10/2012,8/20/2012,11
10/10/2012,8/21/2012,15
10/10/2012,8/22/2012,15
10/10/2012,8/23/2012,18
10/10/2012,8/24/2012,18
10/10/2012,8/25/2012,18
10/10/2012,8/26/2012,18
10/10/2012,8/27/2012,18
10/10/2012,8/28/2012,18
10/10/2012,8/29/2012,21
10/10/2012,8/30/2012,21
10/10/2012,8/31/2012,25
10/10/2012,9/1/2012,26
10/10/2012,9/2/2012,26
10/10/2012,9/3/2012,26
10/10/2012,9/4/2012,74
10/10/2012,9/5/2012,77
10/10/2012,9/6/2012,78
10/10/2012,9/7/2012,80
10/10/2012,9/8/2012,80
10/10/2012,9/9/2012,81
10/10/2012,9/10/2012,81
10/10/2012,9/11/2012,83
10/10/2012,9/12/2012,86
10/10/2012,9/13/2012,90
10/10/2012,9/14/2012,94
10/10/2012,9/15/2012,95
10/10/2012,9/16/2012,95
10/10/2012,9/17/2012,115
10/10/2012,9/18/2012,129
10/10/2012,9/19/2012,145
10/10/2012,9/20/2012,157
10/10/2012,9/21/2012,193
10/10/2012,9/22/2012,196
10/10/2012,9/23/2012,198
10/10/2012,9/24/2012,221
10/10/2012,9/25/2012,233
10/10/2012,9/26/2012,252
10/10/2012,9/27/2012,269
10/10/2012,9/28/2012,283
10/10/2012,9/29/2012,284
10/10/2012,9/30/2012,284
10/10/2012,10/1/2012,302
10/10/2012,10/2/2012,331
10/10/2012,10/3/2012,342
10/10/2012,10/4/2012,383
10/10/2012,10/5/2012,421
10/10/2012,10/6/2012,427
10/10/2012,10/7/2012,443
10/10/2012,10/8/2012,519
10/10/2012,10/9/2012,555
10/10/2012,10/10/2012,613
10/11/2012,8/12/2012,0
10/11/2012,8/13/2012,0
10/11/2012,8/14/2012,3
10/11/2012,8/15/2012,6
10/11/2012,8/16/2012,6
10/11/2012,8/17/2012,6
10/11/2012,8/18/2012,6
10/11/2012,8/19/2012,6
10/11/2012,8/20/2012,6
10/11/2012,8/21/2012,10
10/11/2012,8/22/2012,14
10/11/2012,8/23/2012,17
10/11/2012,8/24/2012,19
10/11/2012,8/25/2012,21
10/11/2012,8/26/2012,21
10/11/2012,8/27/2012,21
10/11/2012,8/28/2012,22
10/11/2012,8/29/2012,26
10/11/2012,8/30/2012,26
10/11/2012,8/31/2012,31
10/11/2012,9/1/2012,31
10/11/2012,9/2/2012,31
10/11/2012,9/3/2012,31
10/11/2012,9/4/2012,78
10/11/2012,9/5/2012,79
10/11/2012,9/6/2012,80
10/11/2012,9/7/2012,81
10/11/2012,9/8/2012,81
10/11/2012,9/9/2012,82
10/11/2012,9/10/2012,82
10/11/2012,9/11/2012,82
10/11/2012,9/12/2012,83
10/11/2012,9/13/2012,87
10/11/2012,9/14/2012,92
10/11/2012,9/15/2012,93
10/11/2012,9/16/2012,94
10/11/2012,9/17/2012,106
10/11/2012,9/18/2012,116
10/11/2012,9/19/2012,128
10/11/2012,9/20/2012,136
10/11/2012,9/21/2012,155
10/11/2012,9/22/2012,157
10/11/2012,9/23/2012,157
10/11/2012,9/24/2012,177
10/11/2012,9/25/2012,185
10/11/2012,9/26/2012,195
10/11/2012,9/27/2012,211
10/11/2012,9/28/2012,223
10/11/2012,9/29/2012,224
10/11/2012,9/30/2012,224
10/11/2012,10/1/2012,234
10/11/2012,10/2/2012,250
10/11/2012,10/3/2012,264
10/11/2012,10/4/2012,291
10/11/2012,10/5/2012,327
10/11/2012,10/6/2012,333
10/11/2012,10/7/2012,344
10/11/2012,10/8/2012,389
10/11/2012,10/9/2012,406
10/11/2012,10/10/2012,432
10/11/2012,10/11/2012,492
10/12/2012,8/13/2012,0
10/12/2012,8/14/2012,3
10/12/2012,8/15/2012,3
10/12/2012,8/16/2012,5
10/12/2012,8/17/2012,8
10/12/2012,8/18/2012,11
10/12/2012,8/19/2012,11
10/12/2012,8/20/2012,12
